Net,li1,met1,met2,met3,met4,met5,
_00205_,100.00%,100.00%,100.00%,NA,NA,NA,
_00206_,50.00%,94.28%,0.00%,NA,NA,NA,
_00207_,100.00%,100.00%,0.00%,NA,NA,NA,
_00208_,100.00%,100.00%,0.00%,NA,NA,NA,
_00209_,100.00%,100.00%,0.00%,NA,NA,NA,
_00210_,100.00%,100.00%,100.00%,NA,NA,NA,
_00211_,100.00%,100.00%,100.00%,NA,NA,NA,
_00212_,100.00%,100.00%,0.00%,NA,NA,NA,
_00213_,100.00%,100.00%,100.00%,NA,NA,NA,
_00214_,100.00%,100.00%,0.00%,NA,NA,NA,
_00215_,100.00%,100.00%,0.00%,NA,NA,NA,
_00216_,100.00%,100.00%,100.00%,NA,NA,NA,
_00217_,100.00%,100.00%,100.00%,NA,NA,NA,
_00218_,100.00%,100.00%,0.00%,NA,NA,NA,
_00219_,100.00%,100.00%,0.00%,NA,NA,NA,
_00220_,100.00%,100.00%,100.00%,NA,NA,NA,
_00221_,100.00%,100.00%,0.00%,NA,NA,NA,
_00222_,100.00%,100.00%,0.00%,NA,NA,NA,
_00223_,100.00%,100.00%,100.00%,NA,NA,NA,
_00224_,50.00%,74.11%,NA,NA,NA,NA,
_00225_,100.00%,100.00%,0.00%,NA,NA,NA,
_00226_,100.00%,100.00%,100.00%,NA,NA,NA,
_00227_,100.00%,100.00%,100.00%,NA,NA,NA,
_00228_,50.00%,100.00%,100.00%,NA,NA,NA,
_00229_,95.59%,96.25%,0.00%,NA,NA,NA,
_00230_,100.00%,100.00%,NA,NA,NA,NA,
_00231_,100.00%,100.00%,100.00%,NA,NA,NA,
_00232_,95.59%,95.71%,0.00%,NA,NA,NA,
_00233_,100.00%,100.00%,100.00%,NA,NA,NA,
_00234_,100.00%,100.00%,100.00%,NA,NA,NA,
_00235_,100.00%,100.00%,0.00%,NA,NA,NA,
_00236_,89.71%,84.62%,100.00%,NA,NA,NA,
_00237_,100.00%,100.00%,NA,NA,NA,NA,
_00238_,100.00%,100.00%,100.00%,NA,NA,NA,
_00239_,100.00%,100.00%,0.00%,NA,NA,NA,
_00240_,100.00%,100.00%,100.00%,NA,NA,NA,
_00241_,100.00%,100.00%,100.00%,NA,NA,NA,
_00242_,100.00%,100.00%,100.00%,NA,NA,NA,
_00243_,100.00%,100.00%,100.00%,NA,NA,NA,
_00244_,100.00%,100.00%,100.00%,NA,NA,NA,
_00245_,100.00%,100.00%,100.00%,NA,NA,NA,
_00246_,100.00%,100.00%,0.00%,NA,NA,NA,
_00247_,100.00%,100.00%,99.79%,NA,NA,NA,
_00248_,100.00%,100.00%,NA,NA,NA,NA,
_00249_,100.00%,100.00%,0.00%,NA,NA,NA,
_00250_,100.00%,100.00%,0.00%,NA,NA,NA,
_00251_,100.00%,100.00%,0.00%,NA,NA,NA,
_00252_,100.00%,41.04%,NA,NA,NA,NA,
_00253_,100.00%,100.00%,100.00%,NA,NA,NA,
_00254_,100.00%,56.50%,NA,NA,NA,NA,
_00255_,100.00%,100.00%,0.00%,NA,NA,NA,
_00256_,100.00%,100.00%,100.00%,NA,NA,NA,
_00257_,100.00%,100.00%,100.00%,NA,NA,NA,
_00258_,60.29%,75.27%,95.68%,NA,NA,NA,
_00259_,100.00%,100.00%,0.00%,NA,NA,NA,
_00260_,100.00%,100.00%,0.00%,NA,NA,NA,
_00261_,100.00%,100.00%,0.00%,NA,NA,NA,
_00262_,100.00%,100.00%,0.00%,NA,NA,NA,
_00263_,100.00%,100.00%,100.00%,NA,NA,NA,
_00264_,100.00%,100.00%,0.00%,NA,NA,NA,
_00265_,100.00%,100.00%,0.00%,NA,NA,NA,
_00266_,100.00%,100.00%,100.00%,NA,NA,NA,
_00267_,100.00%,100.00%,100.00%,NA,NA,NA,
_00268_,100.00%,100.00%,0.00%,NA,NA,NA,
_00269_,100.00%,100.00%,100.00%,NA,NA,NA,
_00270_,100.00%,100.00%,0.00%,NA,NA,NA,
_00271_,100.00%,100.00%,0.00%,NA,NA,NA,
_00272_,100.00%,100.00%,0.00%,NA,NA,NA,
_00273_,100.00%,100.00%,NA,NA,NA,NA,
_00274_,100.00%,100.00%,100.00%,NA,NA,NA,
_00275_,50.00%,95.15%,NA,NA,NA,NA,
_00276_,100.00%,100.00%,0.00%,NA,NA,NA,
_00277_,100.00%,100.00%,100.00%,NA,NA,NA,
_00278_,100.00%,100.00%,0.00%,NA,NA,NA,
_00279_,100.00%,100.00%,100.00%,NA,NA,NA,
_00280_,54.41%,100.00%,100.00%,NA,NA,NA,
_00281_,100.00%,100.00%,100.00%,NA,NA,NA,
_00282_,100.00%,100.00%,NA,NA,NA,NA,
_00283_,100.00%,100.00%,0.00%,NA,NA,NA,
_00284_,100.00%,100.00%,0.00%,NA,NA,NA,
_00285_,100.00%,100.00%,100.00%,NA,NA,NA,
_00286_,50.00%,100.00%,100.00%,NA,NA,NA,
_00287_,100.00%,100.00%,100.00%,NA,NA,NA,
_00288_,100.00%,100.00%,0.00%,NA,NA,NA,
_00289_,100.00%,100.00%,100.00%,NA,NA,NA,
_00290_,50.00%,100.00%,100.00%,NA,NA,NA,
_00291_,100.00%,100.00%,100.00%,NA,NA,NA,
_00292_,100.00%,100.00%,100.00%,NA,NA,NA,
_00293_,100.00%,100.00%,0.00%,NA,NA,NA,
_00294_,100.00%,100.00%,100.00%,NA,NA,NA,
_00295_,100.00%,100.00%,100.00%,NA,NA,NA,
_00808_,100.00%,100.00%,0.00%,NA,NA,NA,
_00809_,100.00%,100.00%,100.00%,NA,NA,NA,
_00810_,100.00%,100.00%,100.00%,NA,NA,NA,
_00811_,100.00%,100.00%,0.00%,NA,NA,NA,
_00812_,100.00%,100.00%,100.00%,NA,NA,NA,
_00813_,100.00%,100.00%,0.00%,NA,NA,NA,
_00814_,100.00%,100.00%,100.00%,NA,NA,NA,
_00815_,100.00%,100.00%,100.00%,NA,NA,NA,
_00816_,100.00%,100.00%,100.00%,NA,NA,NA,
_00817_,100.00%,100.00%,0.00%,NA,NA,NA,
_00818_,100.00%,100.00%,100.00%,NA,NA,NA,
_00819_,100.00%,100.00%,0.00%,NA,NA,NA,
_00820_,100.00%,100.00%,100.00%,NA,NA,NA,
_00821_,100.00%,100.00%,100.00%,NA,NA,NA,
_00822_,100.00%,100.00%,0.00%,NA,NA,NA,
_00823_,100.00%,100.00%,0.00%,NA,NA,NA,
_00824_,100.00%,100.00%,0.00%,NA,NA,NA,
_00825_,100.00%,100.00%,100.00%,NA,NA,NA,
_00826_,100.00%,100.00%,0.00%,NA,NA,NA,
_00827_,100.00%,100.00%,100.00%,NA,NA,NA,
_00306_,100.00%,100.00%,100.00%,NA,NA,NA,
_00307_,100.00%,100.00%,0.00%,NA,NA,NA,
_00308_,100.00%,100.00%,100.00%,NA,NA,NA,
_00309_,100.00%,100.00%,0.00%,NA,NA,NA,
_00310_,100.00%,100.00%,0.00%,NA,NA,NA,
_00311_,100.00%,100.00%,0.00%,NA,NA,NA,
_00312_,100.00%,100.00%,100.00%,NA,NA,NA,
_00313_,100.00%,100.00%,100.00%,NA,NA,NA,
_00314_,100.00%,100.00%,100.00%,NA,NA,NA,
_00315_,100.00%,100.00%,0.00%,NA,NA,NA,
_00316_,100.00%,100.00%,0.00%,NA,NA,NA,
_00317_,100.00%,100.00%,100.00%,NA,NA,NA,
_00318_,100.00%,100.00%,0.00%,NA,NA,NA,
_00319_,50.00%,45.93%,100.00%,NA,NA,NA,
_00320_,100.00%,100.00%,0.00%,NA,NA,NA,
_00321_,100.00%,100.00%,100.00%,NA,NA,NA,
_00322_,100.00%,100.00%,0.00%,NA,NA,NA,
_00323_,100.00%,100.00%,0.00%,NA,NA,NA,
_00324_,100.00%,100.00%,100.00%,NA,NA,NA,
_00325_,100.00%,100.00%,100.00%,NA,NA,NA,
_00326_,100.00%,100.00%,0.00%,NA,NA,NA,
_00327_,77.94%,83.80%,0.00%,NA,NA,NA,
_00328_,100.00%,100.00%,0.00%,NA,NA,NA,
_00329_,100.00%,100.00%,100.00%,NA,NA,NA,
_00330_,100.00%,100.00%,0.00%,NA,NA,NA,
_00331_,100.00%,100.00%,0.00%,NA,NA,NA,
_00332_,50.00%,69.70%,100.00%,NA,NA,NA,
_00333_,100.00%,100.00%,0.00%,NA,NA,NA,
_00334_,100.00%,100.00%,0.00%,NA,NA,NA,
_00335_,100.00%,100.00%,0.00%,NA,NA,NA,
_00336_,100.00%,100.00%,100.00%,NA,NA,NA,
_00337_,100.00%,100.00%,0.00%,NA,NA,NA,
_00338_,100.00%,100.00%,0.00%,NA,NA,NA,
net8570,91.91%,98.41%,99.58%,95.92%,85.44%,NA,
_00340_,100.00%,100.00%,100.00%,NA,NA,NA,
_00341_,100.00%,100.00%,100.00%,NA,NA,NA,
_00342_,100.00%,100.00%,100.00%,NA,NA,NA,
_00343_,100.00%,100.00%,NA,NA,NA,NA,
_00344_,100.00%,100.00%,0.00%,NA,NA,NA,
_00345_,95.59%,100.00%,100.00%,NA,NA,NA,
_00346_,100.00%,100.00%,0.00%,NA,NA,NA,
_00347_,100.00%,100.00%,100.00%,NA,NA,NA,
_00348_,100.00%,100.00%,0.00%,NA,NA,NA,
_00349_,100.00%,100.00%,0.00%,NA,NA,NA,
_00350_,50.00%,100.00%,100.00%,NA,NA,NA,
_00351_,100.00%,100.00%,NA,NA,NA,NA,
_00352_,100.00%,100.00%,0.00%,NA,NA,NA,
_00353_,100.00%,100.00%,100.00%,NA,NA,NA,
_00354_,100.00%,100.00%,0.00%,NA,NA,NA,
_00355_,100.00%,100.00%,0.00%,NA,NA,NA,
_00356_,100.00%,100.00%,0.00%,NA,NA,NA,
_00357_,100.00%,100.00%,0.00%,NA,NA,NA,
_00358_,100.00%,100.00%,100.00%,NA,NA,NA,
_00359_,100.00%,100.00%,100.00%,NA,NA,NA,
_00360_,100.00%,100.00%,100.00%,NA,NA,NA,
_00361_,100.00%,100.00%,100.00%,NA,NA,NA,
_00362_,100.00%,100.00%,100.00%,NA,NA,NA,
_00363_,100.00%,100.00%,NA,NA,NA,NA,
_00364_,77.94%,92.51%,0.00%,NA,NA,NA,
_00365_,100.00%,100.00%,100.00%,NA,NA,NA,
_00366_,100.00%,100.00%,0.00%,NA,NA,NA,
_00367_,100.00%,100.00%,0.00%,NA,NA,NA,
_00368_,100.00%,100.00%,100.00%,NA,NA,NA,
_00369_,77.94%,84.60%,NA,NA,NA,NA,
_00370_,100.00%,100.00%,100.00%,NA,NA,NA,
_00371_,100.00%,100.00%,0.00%,NA,NA,NA,
_00372_,100.00%,100.00%,NA,NA,NA,NA,
_00373_,100.00%,100.00%,NA,NA,NA,NA,
_00374_,100.00%,100.00%,100.00%,NA,NA,NA,
_00375_,100.00%,100.00%,0.00%,NA,NA,NA,
_00376_,100.00%,100.00%,0.00%,NA,NA,NA,
_00377_,100.00%,100.00%,100.00%,NA,NA,NA,
_00378_,100.00%,100.00%,0.00%,NA,NA,NA,
_00379_,100.00%,100.00%,100.00%,NA,NA,NA,
_00380_,100.00%,100.00%,0.00%,NA,NA,NA,
_00381_,100.00%,100.00%,100.00%,NA,NA,NA,
_00382_,100.00%,100.00%,100.00%,NA,NA,NA,
_00383_,100.00%,100.00%,100.00%,NA,NA,NA,
_00384_,100.00%,100.00%,NA,NA,NA,NA,
_00385_,100.00%,100.00%,0.00%,NA,NA,NA,
_00386_,100.00%,100.00%,100.00%,NA,NA,NA,
_00387_,100.00%,100.00%,100.00%,NA,NA,NA,
_00388_,100.00%,100.00%,0.00%,NA,NA,NA,
_00389_,100.00%,100.00%,100.00%,NA,NA,NA,
_00390_,100.00%,100.00%,100.00%,NA,NA,NA,
_00391_,100.00%,100.00%,100.00%,NA,NA,NA,
_00392_,100.00%,100.00%,100.00%,NA,NA,NA,
_00393_,100.00%,100.00%,0.00%,NA,NA,NA,
_00394_,100.00%,100.00%,100.00%,NA,NA,NA,
_00395_,100.00%,100.00%,100.00%,NA,NA,NA,
_00396_,100.00%,100.00%,0.00%,NA,NA,NA,
_00397_,100.00%,100.00%,100.00%,NA,NA,NA,
_00398_,100.00%,100.00%,0.00%,NA,NA,NA,
_00399_,100.00%,100.00%,100.00%,NA,NA,NA,
_00400_,100.00%,100.00%,0.00%,NA,NA,NA,
_00401_,50.00%,100.00%,NA,NA,NA,NA,
_00402_,100.00%,100.00%,0.00%,NA,NA,NA,
_00403_,100.00%,100.00%,100.00%,NA,NA,NA,
_00404_,100.00%,100.00%,0.00%,NA,NA,NA,
_00405_,100.00%,100.00%,100.00%,NA,NA,NA,
_00406_,100.00%,100.00%,100.00%,NA,NA,NA,
_00407_,100.00%,100.00%,0.00%,NA,NA,NA,
_00408_,50.00%,100.00%,NA,NA,NA,NA,
_00409_,100.00%,100.00%,100.00%,NA,NA,NA,
_00410_,100.00%,100.00%,100.00%,NA,NA,NA,
_00411_,100.00%,100.00%,100.00%,NA,NA,NA,
_00412_,100.00%,100.00%,0.00%,NA,NA,NA,
_00413_,100.00%,100.00%,100.00%,NA,NA,NA,
_00414_,100.00%,100.00%,0.00%,NA,NA,NA,
_00415_,100.00%,100.00%,100.00%,NA,NA,NA,
_00416_,100.00%,100.00%,0.00%,NA,NA,NA,
_00417_,77.94%,84.93%,0.00%,NA,NA,NA,
_00418_,100.00%,100.00%,100.00%,NA,NA,NA,
_00419_,100.00%,100.00%,100.00%,NA,NA,NA,
_00420_,100.00%,100.00%,100.00%,NA,NA,NA,
_00421_,100.00%,100.00%,100.00%,NA,NA,NA,
_00422_,50.00%,100.00%,100.00%,NA,NA,NA,
_00423_,100.00%,100.00%,100.00%,NA,NA,NA,
_00424_,100.00%,100.00%,100.00%,NA,NA,NA,
_00425_,100.00%,100.00%,100.00%,NA,NA,NA,
_00426_,100.00%,100.00%,100.00%,NA,NA,NA,
_00427_,100.00%,100.00%,0.00%,NA,NA,NA,
_00428_,100.00%,100.00%,100.00%,NA,NA,NA,
_00429_,100.00%,100.00%,100.00%,NA,NA,NA,
_00430_,100.00%,100.00%,0.00%,NA,NA,NA,
_00431_,100.00%,100.00%,0.00%,NA,NA,NA,
_00432_,100.00%,100.00%,0.00%,NA,NA,NA,
_00433_,100.00%,100.00%,100.00%,NA,NA,NA,
_00434_,100.00%,100.00%,100.00%,NA,NA,NA,
_00435_,100.00%,100.00%,100.00%,NA,NA,NA,
_00436_,100.00%,100.00%,NA,NA,NA,NA,
_00437_,100.00%,100.00%,100.00%,NA,NA,NA,
_00438_,100.00%,100.00%,100.00%,NA,NA,NA,
_00439_,100.00%,100.00%,100.00%,NA,NA,NA,
_00440_,100.00%,100.00%,100.00%,NA,NA,NA,
_00441_,100.00%,100.00%,100.00%,NA,NA,NA,
_00442_,100.00%,100.00%,0.00%,NA,NA,NA,
_00443_,100.00%,100.00%,0.00%,NA,NA,NA,
_00444_,100.00%,100.00%,100.00%,NA,NA,NA,
_00445_,100.00%,100.00%,0.00%,NA,NA,NA,
_00446_,100.00%,100.00%,0.00%,NA,NA,NA,
_00447_,100.00%,100.00%,100.00%,NA,NA,NA,
_00448_,100.00%,100.00%,100.00%,NA,NA,NA,
_00449_,100.00%,100.00%,0.00%,NA,NA,NA,
_00450_,100.00%,100.00%,0.00%,NA,NA,NA,
_00451_,100.00%,100.00%,100.00%,NA,NA,NA,
_00452_,100.00%,100.00%,0.00%,NA,NA,NA,
_00453_,100.00%,100.00%,0.00%,NA,NA,NA,
_00454_,100.00%,100.00%,0.00%,NA,NA,NA,
_00455_,100.00%,100.00%,NA,NA,NA,NA,
_00456_,100.00%,100.00%,100.00%,NA,NA,NA,
_00457_,100.00%,100.00%,0.00%,NA,NA,NA,
_00458_,100.00%,100.00%,0.00%,NA,NA,NA,
_00459_,100.00%,100.00%,0.00%,NA,NA,NA,
_00460_,100.00%,100.00%,NA,NA,NA,NA,
_00461_,100.00%,100.00%,0.00%,NA,NA,NA,
_00462_,100.00%,100.00%,0.00%,NA,NA,NA,
_00463_,100.00%,100.00%,0.00%,NA,NA,NA,
_00464_,100.00%,100.00%,100.00%,NA,NA,NA,
_00465_,100.00%,100.00%,100.00%,NA,NA,NA,
_00466_,100.00%,100.00%,100.00%,NA,NA,NA,
_00467_,100.00%,100.00%,100.00%,NA,NA,NA,
_00468_,83.82%,100.00%,100.00%,NA,NA,NA,
_00469_,100.00%,100.00%,100.00%,NA,NA,NA,
_00470_,100.00%,100.00%,100.00%,NA,NA,NA,
_00471_,100.00%,100.00%,0.00%,NA,NA,NA,
_00472_,100.00%,100.00%,100.00%,NA,NA,NA,
_00473_,100.00%,100.00%,100.00%,NA,NA,NA,
_00474_,50.00%,73.93%,0.00%,NA,NA,NA,
_00475_,100.00%,100.00%,0.00%,NA,NA,NA,
_00476_,100.00%,100.00%,100.00%,NA,NA,NA,
_00477_,100.00%,100.00%,100.00%,NA,NA,NA,
_00478_,100.00%,100.00%,100.00%,NA,NA,NA,
_00479_,100.00%,100.00%,100.00%,NA,NA,NA,
_00480_,100.00%,100.00%,100.00%,NA,NA,NA,
_00481_,100.00%,100.00%,NA,NA,NA,NA,
_00482_,100.00%,100.00%,0.00%,NA,NA,NA,
_00483_,100.00%,100.00%,100.00%,NA,NA,NA,
_00484_,100.00%,100.00%,100.00%,NA,NA,NA,
_00485_,100.00%,100.00%,100.00%,NA,NA,NA,
_00486_,100.00%,100.00%,100.00%,NA,NA,NA,
_00487_,100.00%,100.00%,0.00%,NA,NA,NA,
_00488_,100.00%,100.00%,100.00%,NA,NA,NA,
_00489_,100.00%,100.00%,100.00%,NA,NA,NA,
_00490_,50.00%,73.93%,0.00%,NA,NA,NA,
_00491_,100.00%,100.00%,0.00%,NA,NA,NA,
_00492_,100.00%,100.00%,0.00%,NA,NA,NA,
_00493_,100.00%,100.00%,100.00%,NA,NA,NA,
_00494_,100.00%,100.00%,100.00%,NA,NA,NA,
_00495_,100.00%,100.00%,100.00%,NA,NA,NA,
_00496_,100.00%,100.00%,100.00%,NA,NA,NA,
_00497_,100.00%,100.00%,0.00%,NA,NA,NA,
_00498_,100.00%,100.00%,0.00%,NA,NA,NA,
_00499_,100.00%,100.00%,0.00%,NA,NA,NA,
_00500_,100.00%,100.00%,NA,NA,NA,NA,
_00501_,100.00%,100.00%,0.00%,NA,NA,NA,
_00502_,100.00%,100.00%,NA,NA,NA,NA,
_00503_,100.00%,100.00%,100.00%,NA,NA,NA,
_00504_,100.00%,100.00%,0.00%,NA,NA,NA,
_00505_,100.00%,100.00%,100.00%,NA,NA,NA,
_00506_,100.00%,100.00%,100.00%,NA,NA,NA,
_00507_,100.00%,100.00%,100.00%,NA,NA,NA,
_00508_,100.00%,100.00%,100.00%,NA,NA,NA,
_00509_,100.00%,100.00%,0.00%,NA,NA,NA,
_00510_,100.00%,100.00%,100.00%,NA,NA,NA,
_00511_,50.00%,100.00%,100.00%,NA,NA,NA,
_00512_,100.00%,100.00%,0.00%,NA,NA,NA,
_00513_,100.00%,100.00%,0.00%,NA,NA,NA,
_00514_,100.00%,100.00%,0.00%,NA,NA,NA,
_00515_,100.00%,100.00%,100.00%,NA,NA,NA,
_00516_,100.00%,100.00%,100.00%,NA,NA,NA,
_00517_,100.00%,100.00%,0.00%,NA,NA,NA,
_00518_,100.00%,100.00%,100.00%,NA,NA,NA,
_00519_,100.00%,100.00%,100.00%,NA,NA,NA,
_00520_,100.00%,100.00%,100.00%,NA,NA,NA,
_00521_,100.00%,100.00%,0.00%,NA,NA,NA,
_00522_,100.00%,100.00%,100.00%,NA,NA,NA,
_00523_,100.00%,100.00%,0.00%,NA,NA,NA,
_00524_,100.00%,100.00%,0.00%,NA,NA,NA,
_00525_,100.00%,100.00%,100.00%,NA,NA,NA,
_00526_,100.00%,100.00%,100.00%,NA,NA,NA,
_00527_,100.00%,100.00%,100.00%,NA,NA,NA,
_00528_,100.00%,100.00%,0.00%,NA,NA,NA,
_00529_,100.00%,100.00%,100.00%,NA,NA,NA,
_00530_,100.00%,100.00%,100.00%,NA,NA,NA,
_00531_,100.00%,100.00%,100.00%,NA,NA,NA,
_00532_,100.00%,100.00%,100.00%,NA,NA,NA,
_00533_,100.00%,100.00%,100.00%,NA,NA,NA,
_00534_,100.00%,100.00%,0.00%,NA,NA,NA,
_00535_,100.00%,100.00%,0.00%,NA,NA,NA,
_00536_,100.00%,100.00%,0.00%,NA,NA,NA,
_00537_,100.00%,100.00%,100.00%,NA,NA,NA,
_00538_,100.00%,100.00%,100.00%,NA,NA,NA,
_00539_,100.00%,100.00%,0.00%,NA,NA,NA,
_00540_,100.00%,100.00%,0.00%,NA,NA,NA,
_00541_,50.00%,100.00%,NA,NA,NA,NA,
_00542_,100.00%,100.00%,0.00%,NA,NA,NA,
_00543_,100.00%,100.00%,0.00%,NA,NA,NA,
_00544_,100.00%,100.00%,0.00%,NA,NA,NA,
_00545_,100.00%,100.00%,NA,NA,NA,NA,
_00546_,100.00%,100.00%,0.00%,NA,NA,NA,
_00547_,100.00%,100.00%,100.00%,NA,NA,NA,
_00548_,100.00%,100.00%,0.00%,NA,NA,NA,
_00549_,100.00%,100.00%,0.00%,NA,NA,NA,
_00550_,100.00%,100.00%,NA,NA,NA,NA,
_00551_,100.00%,100.00%,100.00%,NA,NA,NA,
_00552_,100.00%,100.00%,100.00%,NA,NA,NA,
_00553_,100.00%,100.00%,100.00%,NA,NA,NA,
_00554_,100.00%,100.00%,0.00%,NA,NA,NA,
_00555_,100.00%,100.00%,0.00%,NA,NA,NA,
_00556_,100.00%,100.00%,0.00%,NA,NA,NA,
_00557_,100.00%,100.00%,0.00%,NA,NA,NA,
_00558_,100.00%,100.00%,100.00%,NA,NA,NA,
_00559_,100.00%,100.00%,0.00%,NA,NA,NA,
_00560_,100.00%,100.00%,0.00%,NA,NA,NA,
_00561_,100.00%,100.00%,0.00%,NA,NA,NA,
_00562_,100.00%,100.00%,100.00%,NA,NA,NA,
_00563_,100.00%,100.00%,0.00%,NA,NA,NA,
_00564_,100.00%,100.00%,0.00%,NA,NA,NA,
_00565_,100.00%,100.00%,100.00%,NA,NA,NA,
_00566_,100.00%,100.00%,0.00%,NA,NA,NA,
_00567_,50.00%,50.00%,100.00%,NA,NA,NA,
_00568_,100.00%,100.00%,100.00%,NA,NA,NA,
_00569_,100.00%,100.00%,100.00%,NA,NA,NA,
_00570_,100.00%,100.00%,100.00%,NA,NA,NA,
_00571_,100.00%,100.00%,NA,NA,NA,NA,
_00572_,100.00%,100.00%,100.00%,NA,NA,NA,
_00573_,100.00%,100.00%,0.00%,NA,NA,NA,
_00574_,50.00%,100.00%,100.00%,NA,NA,NA,
_00575_,100.00%,100.00%,100.00%,NA,NA,NA,
_00576_,100.00%,100.00%,0.00%,NA,NA,NA,
_00577_,100.00%,100.00%,100.00%,NA,NA,NA,
_00578_,100.00%,100.00%,100.00%,NA,NA,NA,
_00579_,100.00%,100.00%,100.00%,NA,NA,NA,
_00580_,100.00%,100.00%,100.00%,NA,NA,NA,
_00581_,100.00%,100.00%,0.00%,NA,NA,NA,
_00582_,100.00%,100.00%,0.00%,NA,NA,NA,
_00583_,100.00%,92.76%,100.00%,NA,NA,NA,
_00584_,100.00%,100.00%,100.00%,NA,NA,NA,
_00585_,50.00%,100.00%,NA,NA,NA,NA,
_00586_,100.00%,100.00%,NA,NA,NA,NA,
_00587_,100.00%,100.00%,100.00%,NA,NA,NA,
_00588_,100.00%,100.00%,0.00%,NA,NA,NA,
_00589_,100.00%,100.00%,100.00%,NA,NA,NA,
_00590_,100.00%,100.00%,NA,NA,NA,NA,
_00591_,100.00%,100.00%,0.00%,NA,NA,NA,
_00592_,100.00%,100.00%,0.00%,NA,NA,NA,
_00593_,100.00%,100.00%,0.00%,NA,NA,NA,
_00594_,100.00%,100.00%,0.00%,NA,NA,NA,
_00595_,100.00%,100.00%,0.00%,NA,NA,NA,
_00596_,100.00%,100.00%,100.00%,NA,NA,NA,
_00597_,100.00%,100.00%,0.00%,NA,NA,NA,
_00598_,100.00%,100.00%,0.00%,NA,NA,NA,
_00599_,100.00%,100.00%,100.00%,NA,NA,NA,
_00600_,100.00%,100.00%,0.00%,NA,NA,NA,
_00601_,100.00%,100.00%,100.00%,NA,NA,NA,
_00602_,100.00%,100.00%,NA,NA,NA,NA,
_00603_,100.00%,100.00%,0.00%,NA,NA,NA,
_00604_,100.00%,100.00%,0.00%,NA,NA,NA,
_00605_,50.00%,94.02%,0.00%,NA,NA,NA,
_00606_,100.00%,100.00%,100.00%,NA,NA,NA,
_00607_,100.00%,100.00%,100.00%,NA,NA,NA,
_00608_,100.00%,100.00%,0.00%,NA,NA,NA,
_00609_,100.00%,100.00%,0.00%,NA,NA,NA,
_00610_,100.00%,100.00%,100.00%,NA,NA,NA,
_00611_,100.00%,100.00%,100.00%,NA,NA,NA,
_00612_,100.00%,100.00%,100.00%,NA,NA,NA,
_00613_,100.00%,100.00%,NA,NA,NA,NA,
_00614_,100.00%,100.00%,0.00%,NA,NA,NA,
_00615_,100.00%,100.00%,100.00%,NA,NA,NA,
_00616_,100.00%,100.00%,100.00%,NA,NA,NA,
_00617_,100.00%,100.00%,0.00%,NA,NA,NA,
_00618_,100.00%,100.00%,100.00%,NA,NA,NA,
_00619_,100.00%,100.00%,100.00%,NA,NA,NA,
_00620_,100.00%,100.00%,100.00%,NA,NA,NA,
_00621_,100.00%,100.00%,0.00%,NA,NA,NA,
_00622_,100.00%,100.00%,100.00%,NA,NA,NA,
_00623_,100.00%,100.00%,0.00%,NA,NA,NA,
_00624_,100.00%,100.00%,100.00%,NA,NA,NA,
_00625_,100.00%,100.00%,100.00%,NA,NA,NA,
_00626_,89.71%,84.62%,0.00%,NA,NA,NA,
_00627_,100.00%,100.00%,0.00%,NA,NA,NA,
_00628_,100.00%,100.00%,100.00%,NA,NA,NA,
_00629_,100.00%,100.00%,100.00%,NA,NA,NA,
_00630_,100.00%,100.00%,100.00%,NA,NA,NA,
_00631_,100.00%,100.00%,100.00%,NA,NA,NA,
_00632_,100.00%,100.00%,100.00%,NA,NA,NA,
_00633_,100.00%,100.00%,100.00%,NA,NA,NA,
_00634_,100.00%,100.00%,NA,NA,NA,NA,
_00635_,100.00%,100.00%,100.00%,NA,NA,NA,
_00636_,100.00%,100.00%,100.00%,NA,NA,NA,
_00637_,100.00%,100.00%,100.00%,NA,NA,NA,
_00638_,100.00%,100.00%,0.00%,NA,NA,NA,
_00639_,100.00%,100.00%,0.00%,NA,NA,NA,
_00640_,100.00%,100.00%,100.00%,NA,NA,NA,
_00641_,100.00%,100.00%,100.00%,NA,NA,NA,
_00642_,100.00%,100.00%,0.00%,NA,NA,NA,
_00643_,100.00%,100.00%,100.00%,NA,NA,NA,
_00644_,100.00%,100.00%,100.00%,NA,NA,NA,
_00645_,100.00%,100.00%,100.00%,NA,NA,NA,
_00646_,100.00%,100.00%,100.00%,NA,NA,NA,
_00647_,100.00%,100.00%,100.00%,NA,NA,NA,
_00648_,100.00%,100.00%,100.00%,NA,NA,NA,
_00649_,100.00%,100.00%,0.00%,NA,NA,NA,
_00650_,100.00%,100.00%,0.00%,NA,NA,NA,
_00651_,100.00%,100.00%,100.00%,NA,NA,NA,
_00652_,72.06%,73.08%,0.00%,NA,NA,NA,
_00653_,100.00%,100.00%,100.00%,NA,NA,NA,
_00654_,100.00%,100.00%,0.00%,NA,NA,NA,
_00655_,100.00%,100.00%,100.00%,NA,NA,NA,
_00656_,100.00%,100.00%,100.00%,NA,NA,NA,
_00657_,100.00%,100.00%,0.00%,NA,NA,NA,
_00658_,100.00%,100.00%,0.00%,NA,NA,NA,
_00659_,100.00%,100.00%,100.00%,NA,NA,NA,
_00660_,100.00%,100.00%,100.00%,NA,NA,NA,
_00661_,100.00%,100.00%,100.00%,NA,NA,NA,
_00662_,100.00%,100.00%,0.00%,NA,NA,NA,
